INSTID,UKPRN,"Region 
of provider",HE provider ,"Unit of 
assessment number",Unit of assessment name,"Multiple 
submission letter","Scaled FTE 
of eligible staff",
0012,10001143,SEAS,Canterbury Christ Church University,28,Modern Languages and Linguistics,Z,1,
0012,10001143,SEAS,Canterbury Christ Church University,29,English Language and Literature,Z,27,
0012,10001143,SEAS,Canterbury Christ Church University,30,History,Z,20,
0012,10001143,SEAS,Canterbury Christ Church University,33,Theology and Religious Studies,Z,8,
0012,10001143,SEAS,Canterbury Christ Church University,34,"Art and Design: History, Practice and Theory",Z,4,
0012,10001143,SEAS,Canterbury Christ Church University,35,"Music, Drama, Dance and Performing Arts",Z,22,
0012,10001143,SEAS,Canterbury Christ Church University,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,30,
0053,10007141,NWES,The University of Central Lancashire,01,Clinical Medicine,Z,2,
0053,10007141,NWES,The University of Central Lancashire,02,"Public Health, Health Services and Primary Care",Z,70,
0053,10007141,NWES,The University of Central Lancashire,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,161,
0053,10007141,NWES,The University of Central Lancashire,04,"Psychology, Psychiatry and Neuroscience",Z,39,
0053,10007141,NWES,The University of Central Lancashire,05,Biological Sciences,Z,34,
0053,10007141,NWES,The University of Central Lancashire,07,Earth Systems and Environmental Sciences,Z,7,
0053,10007141,NWES,The University of Central Lancashire,08,Chemistry,Z,14,
0053,10007141,NWES,The University of Central Lancashire,09,Physics,Z,25,
0053,10007141,NWES,The University of Central Lancashire,10,Mathematical Sciences,Z,13,
0053,10007141,NWES,The University of Central Lancashire,11,Computer Science and Informatics,Z,38,
0053,10007141,NWES,The University of Central Lancashire,13,"Electrical and Electronic Engineering, Metallurgy and Materials",Z,10,
0053,10007141,NWES,The University of Central Lancashire,15,General Engineering,Z,38,
0053,10007141,NWES,The University of Central Lancashire,16,"Architecture, Built Environment and Planning",Z,41,
0053,10007141,NWES,The University of Central Lancashire,17,"Geography, Environmental Studies and Archaeology",Z,9,
0053,10007141,NWES,The University of Central Lancashire,18,Economics and Econometrics,Z,7,
0053,10007141,NWES,The University of Central Lancashire,19,Business and Management Studies,Z,53,
0053,10007141,NWES,The University of Central Lancashire,20,Law,Z,34,
0053,10007141,NWES,The University of Central Lancashire,21,Politics and International Studies,Z,6,
0053,10007141,NWES,The University of Central Lancashire,22,Social Work and Social Policy,Z,55,
0053,10007141,NWES,The University of Central Lancashire,23,Sociology,Z,29,
0053,10007141,NWES,The University of Central Lancashire,25,Education,Z,54,
0053,10007141,NWES,The University of Central Lancashire,26,"Sport and Exercise Sciences, Leisure and Tourism",Z,74,
0053,10007141,NWES,The University of Central Lancashire,27,Area Studies,Z,9,
0053,10007141,NWES,The University of Central Lancashire,28,Modern Languages and Linguistics,Z,24,
0053,10007141,NWES,The University of Central Lancashire,29,English Language and Literature,Z,18,
0053,10007141,NWES,The University of Central Lancashire,30,History,Z,15,
0053,10007141,NWES,The University of Central Lancashire,34,"Art and Design: History, Practice and Theory",Z,61,
0053,10007141,NWES,The University of Central Lancashire,35,"Music, Drama, Dance and Performing Arts",Z,29,
0053,10007141,NWES,The University of Central Lancashire,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,40,
0010,10007816,LOND,Central School of Speech and Drama,35,"Music, Drama, Dance and Performing Arts",Z,22,
0010,10007816,LOND,Central School of Speech and Drama,N/A,UoA not recorded,Not recorded,27,
0011,10007848,NWES,University of Chester,02,"Public Health, Health Services and Primary Care",Z,69,
0011,10007848,NWES,University of Chester,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,30,
0011,10007848,NWES,University of Chester,04,"Psychology, Psychiatry and Neuroscience",Z,31,
0011,10007848,NWES,University of Chester,05,Biological Sciences,Z,6,
0011,10007848,NWES,University of Chester,06,"Agriculture, Veterinary and Food Science",Z,7,
0011,10007848,NWES,University of Chester,10,Mathematical Sciences,Z,7,
0011,10007848,NWES,University of Chester,11,Computer Science and Informatics,Z,5,
0011,10007848,NWES,University of Chester,15,General Engineering,Z,10,
0011,10007848,NWES,University of Chester,17,"Geography, Environmental Studies and Archaeology",A,9,
0011,10007848,NWES,University of Chester,17,"Geography, Environmental Studies and Archaeology",B,4,
0011,10007848,NWES,University of Chester,17,"Geography, Environmental Studies and Archaeology",Z,8,
0011,10007848,NWES,University of Chester,19,Business and Management Studies,Z,53,
0011,10007848,NWES,University of Chester,20,Law,Z,8,
0011,10007848,NWES,University of Chester,21,Politics and International Studies,Z,9,
0011,10007848,NWES,University of Chester,22,Social Work and Social Policy,Z,20,
0011,10007848,NWES,University of Chester,25,Education,Z,60,
0011,10007848,NWES,University of Chester,26,"Sport and Exercise Sciences, Leisure and Tourism",Z,23,
0011,10007848,NWES,University of Chester,27,Area Studies,Z,8,
0011,10007848,NWES,University of Chester,28,Modern Languages and Linguistics,Z,4,
0011,10007848,NWES,University of Chester,29,English Language and Literature,Z,21,
0011,10007848,NWES,University of Chester,30,History,Z,9,
0011,10007848,NWES,University of Chester,33,Theology and Religious Studies,Z,17,
0011,10007848,NWES,University of Chester,34,"Art and Design: History, Practice and Theory",Z,15,
0011,10007848,NWES,University of Chester,35,"Music, Drama, Dance and Performing Arts",Z,21,
0011,10007848,NWES,University of Chester,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,21,
0082,10007137,SEAS,The University of Chichester,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,2,
0082,10007137,SEAS,The University of Chichester,04,"Psychology, Psychiatry and Neuroscience",Z,6,
0082,10007137,SEAS,The University of Chichester,19,Business and Management Studies,Z,19,
0082,10007137,SEAS,The University of Chichester,22,Social Work and Social Policy,Z,20,
0082,10007137,SEAS,The University of Chichester,25,Education,Z,56,
0082,10007137,SEAS,The University of Chichester,26,"Sport and Exercise Sciences, Leisure and Tourism",Z,38,
0082,10007137,SEAS,The University of Chichester,29,English Language and Literature,Z,12,
0082,10007137,SEAS,The University of Chichester,30,History,Z,9,
0082,10007137,SEAS,The University of Chichester,33,Theology and Religious Studies,Z,4,
0082,10007137,SEAS,The University of Chichester,34,"Art and Design: History, Practice and Theory",Z,5,
0082,10007137,SEAS,The University of Chichester,35,"Music, Drama, Dance and Performing Arts",Z,37,
0115,10001478,LOND,The City University†,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,162,
0115,10001478,LOND,The City University†,04,"Psychology, Psychiatry and Neuroscience",Z,37,
0115,10001478,LOND,The City University†,10,Mathematical Sciences,Z,20,
0115,10001478,LOND,The City University†,11,Computer Science and Informatics,Z,51,
0115,10001478,LOND,The City University†,15,General Engineering,Z,86,
0115,10001478,LOND,The City University†,18,Economics and Econometrics,Z,26,
0115,10001478,LOND,The City University†,19,Business and Management Studies,Z,156,
0115,10001478,LOND,The City University†,20,Law,Z,70,
0115,10001478,LOND,The City University†,21,Politics and International Studies,Z,15,
0115,10001478,LOND,The City University†,23,Sociology,Z,39,
0115,10001478,LOND,The City University†,25,Education,Z,1,
0115,10001478,LOND,The City University†,28,Modern Languages and Linguistics,Z,4,
0115,10001478,LOND,The City University†,35,"Music, Drama, Dance and Performing Arts",Z,14,
0115,10001478,LOND,The City University†,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,39,
0199,10001653,LOND,Conservatoire for Dance and Drama,N/A,UoA not recorded,Not recorded,4,
0201,10007761,LOND,Courtauld Institute of Art,34,"Art and Design: History, Practice and Theory",Z,34,
0056,10001726,WMID,Coventry University,02,"Public Health, Health Services and Primary Care",Z,30,
0056,10001726,WMID,Coventry University,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,168,
0056,10001726,WMID,Coventry University,04,"Psychology, Psychiatry and Neuroscience",Z,52,
0056,10001726,WMID,Coventry University,05,Biological Sciences,Z,49,
0056,10001726,WMID,Coventry University,06,"Agriculture, Veterinary and Food Science",Z,1,
0056,10001726,WMID,Coventry University,07,Earth Systems and Environmental Sciences,Z,115,
0056,10001726,WMID,Coventry University,08,Chemistry,Z,3,
0056,10001726,WMID,Coventry University,10,Mathematical Sciences,Z,28,
0056,10001726,WMID,Coventry University,11,Computer Science and Informatics,Z,64,
0056,10001726,WMID,Coventry University,14,Civil and Construction engineering,Z,25,
0056,10001726,WMID,Coventry University,15,General Engineering,Z,36,
0056,10001726,WMID,Coventry University,16,"Architecture, Built Environment and Planning",Z,13,
0056,10001726,WMID,Coventry University,17,"Geography, Environmental Studies and Archaeology",Z,14,
0056,10001726,WMID,Coventry University,18,Economics and Econometrics,Z,20,
0056,10001726,WMID,Coventry University,19,Business and Management Studies,Z,272,
0056,10001726,WMID,Coventry University,20,Law,Z,30,
0056,10001726,WMID,Coventry University,21,Politics and International Studies,Z,35,
0056,10001726,WMID,Coventry University,22,Social Work and Social Policy,Z,5,
0056,10001726,WMID,Coventry University,23,Sociology,Z,26,
0056,10001726,WMID,Coventry University,25,Education,Z,15,
0056,10001726,WMID,Coventry University,28,Modern Languages and Linguistics,Z,12,
0056,10001726,WMID,Coventry University,29,English Language and Literature,Z,20,
0056,10001726,WMID,Coventry University,30,History,Z,3,
0056,10001726,WMID,Coventry University,32,Philosophy,Z,1,
0056,10001726,WMID,Coventry University,34,"Art and Design: History, Practice and Theory",Z,75,
0056,10001726,WMID,Coventry University,35,"Music, Drama, Dance and Performing Arts",Z,18,
0056,10001726,WMID,Coventry University,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,31,
0056,10001726,WMID,Coventry University,N/A,UoA not recorded,Not recorded,42,
0002,10007822,EAST,Cranfield University,06,"Agriculture, Veterinary and Food Science",Z,48,
0002,10007822,EAST,Cranfield University,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Z,276,
0002,10007822,EAST,Cranfield University,19,Business and Management Studies,Z,105,
0002,10007822,EAST,Cranfield University,21,Politics and International Studies,Z,8,
0002,10007822,EAST,Cranfield University,N/A,UoA not recorded,Not recorded,168,
0206,10006427,SEAS,University for the Creative Arts,34,"Art and Design: History, Practice and Theory",Z,198,
0038,10007842,NWES,University of Cumbria,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,85,
0038,10007842,NWES,University of Cumbria,04,"Psychology, Psychiatry and Neuroscience",Z,10,
0038,10007842,NWES,University of Cumbria,15,General Engineering,Z,2,
0038,10007842,NWES,University of Cumbria,17,"Geography, Environmental Studies and Archaeology",Z,12,
0038,10007842,NWES,University of Cumbria,19,Business and Management Studies,Z,11,
0038,10007842,NWES,University of Cumbria,20,Law,Z,4,
0038,10007842,NWES,University of Cumbria,22,Social Work and Social Policy,Z,13,
0038,10007842,NWES,University of Cumbria,23,Sociology,Z,11,
0038,10007842,NWES,University of Cumbria,25,Education,Z,98,
0038,10007842,NWES,University of Cumbria,26,"Sport and Exercise Sciences, Leisure and Tourism",Z,31,
0038,10007842,NWES,University of Cumbria,29,English Language and Literature,Z,3,
0038,10007842,NWES,University of Cumbria,32,Philosophy,Z,1,
0038,10007842,NWES,University of Cumbria,33,Theology and Religious Studies,Z,3,
0038,10007842,NWES,University of Cumbria,34,"Art and Design: History, Practice and Theory",Z,16,
0038,10007842,NWES,University of Cumbria,35,"Music, Drama, Dance and Performing Arts",Z,18,
0068,10001883,EMID,De Montfort University,02,"Public Health, Health Services and Primary Care",Z,15,
0068,10001883,EMID,De Montfort University,03,"Allied Health Professions, Dentistry, Nursing and Pharmacy",Z,61,
0068,10001883,EMID,De Montfort University,04,"Psychology, Psychiatry and Neuroscience",Z,21,
0068,10001883,EMID,De Montfort University,05,Biological Sciences,Z,4,
0068,10001883,EMID,De Montfort University,08,Chemistry,Z,8,
0068,10001883,EMID,De Montfort University,10,Mathematical Sciences,Z,5,
0068,10001883,EMID,De Montfort University,11,Computer Science and Informatics,Z,46,
0068,10001883,EMID,De Montfort University,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering",Z,11,
0068,10001883,EMID,De Montfort University,13,"Electrical and Electronic Engineering, Metallurgy and Materials",Z,9,
0068,10001883,EMID,De Montfort University,15,General Engineering,Z,25,
0068,10001883,EMID,De Montfort University,16,"Architecture, Built Environment and Planning",Z,17,
0068,10001883,EMID,De Montfort University,18,Economics and Econometrics,Z,12,
0068,10001883,EMID,De Montfort University,19,Business and Management Studies,Z,65,
0068,10001883,EMID,De Montfort University,20,Law,Z,34,
0068,10001883,EMID,De Montfort University,21,Politics and International Studies,Z,1,
0068,10001883,EMID,De Montfort University,22,Social Work and Social Policy,Z,48,
0068,10001883,EMID,De Montfort University,25,Education,Z,179,
0068,10001883,EMID,De Montfort University,26,"Sport and Exercise Sciences, Leisure and Tourism",Z,1,
0068,10001883,EMID,De Montfort University,27,Area Studies,Z,2,
0068,10001883,EMID,De Montfort University,29,English Language and Literature,Z,21,
0068,10001883,EMID,De Montfort University,30,History,Z,16,
0068,10001883,EMID,De Montfort University,34,"Art and Design: History, Practice and Theory",Z,83,
0068,10001883,EMID,De Montfort University,35,"Music, Drama, Dance and Performing Arts",Z,34,
0068,10001883,EMID,De Montfort University,36,"Communication, Cultural and Media Studies, Library and Information Management",Z,18,
0068,10001883,EMID,De Montfort University,N/A,UoA not recorded,Not recorded,1,
