"JointSubmissionId","Institution","UnitOfAssessment","MultipleSubmission","StaffIdentifier","OutputNumber","Year","OutputType","LongTitle","ShortTitle","Pagination","Publisher","Editors","ISBN","PublicationDate","EndDate","URL","DOI","OtherDetails","EnglishAbstract","ResearchGroup","IsInterdisciplinary","NumberofAdditionalAuthors","CoAuthor1","CoAuthor1External","CoAuthor2","CoAuthor2External","CoAuthor3","CoAuthor3External"
,"0163",34,,54867,2,,"D","<p>Incentives for Managers and Inequality Among Workers: Evidence from a Firm-Level Experiment</p>","122 (2)","729-773","The Quarterly Journal of Economics",,"00335533",2007-May-01,,,"10.1162/qjec.122.2.729",,,,False,,"Bandiera O ",True,"Rasul I",True,,
,"0163",34,,54875,2,,"D","<p>The Incidence of Income Tax on Wages and Labour Supply</p>","83 (2)","173-194","Journal of Public Economics",,"00472727",2002-Feb-01,,,"10.1016/S0047-2727(01)00080-9",,,,False,,"Lanot G",True,,,,
,"0163",34,,54875,3,,"D","<p>Employer Pay Policies, Public Transfers and the Retirement Decisions of Men and Women in Denmark</p>","48 (1)","181-200","European Economic Review",,"00142921",2004-Feb-01,,,"10.1016/S0014-2921(02)00259-3",,,,False,,"Lanot G",True,,,,
,"0163",34,,55626,1,,"D","<p>Household Unemployment and the Labour Supply of Married Women</p>","68 (270)","157-186","Economica",,"14680335",2001-May-01,,,"10.1111/1468-0335.00240",,,,False,,"Bingley P",False,,,,
,"0163",34,,54875,1,,"D","<p>Housing Subsidies and Work Incentives in Great Britain</p>","111 (471)","86-103","The Economic Journal",,"14680297",2001-May-01,,,"10.1111/1468-0297.00621",,,,False,,"Walker I",False,,,,
,"0163",34,,54192,2,,"D","<p>Multi-Profile Welfarism: A Generalization</p>","24 (2)","253-267","Social Choice and Welfare",,"1432217X",2005-Apr-01,,,"10.1007/s00355-003-0301-3",,,,False,,"Bossert W ",True,"Donaldson D",True,,
,"0163",34,,54192,4,,"D","<p>Anonymous Single-Profile Welfarism</p>","27 (2)","279-288","Social Choice and Welfare",,"1432217X",2006-Oct-01,,,"10.1007/s00355-006-0131-1",,,,False,,"Bossert W ",True,"Donaldson D",True,,
,"0163",34,,54192,1,,"D","<p>Population Ethics and the Existence of Value Functions</p>","82 (2)","301-308","Journal of Public Economics",,"00472727",2001-Nov-01,,,"10.1016/S0047-2727(00)00135-3",,,,False,,"Bossert W",True,"Donaldson D",True,,
,"0163",34,,54192,3,2005,"A","<p>Population Issues in Social Choice Theory, Welfare Economics and Ethics</p>",,"378","Cambridge University Press",,"9780521532587",,,,,,,,False,,"Bossert W ",True,"Donaldson D",True,,
,"0163",34,,55561,2,,"D","<p>The Performance of SETAR Models: A Regime Conditional Evaluation of Point, Interval and Density Forecasts</p>","20 (2)","305-320","International Journal of Forecasting",,"01692070",2004-Jun-01,,,"10.1016/j.ijforecast.2003.09.011",,,,False,,"Marrocu E",True,,,,
,"0163",34,,55561,1,,"D","<p>The Performance of Non-linear Exchange Rate Models: A Forecasting Comparison</p>","21 (7)","513-542","Journal of Forecasting",,"1099131X",2002-Nov-01,,,"10.1002/for.837",,,,False,,"Marrocu E",True,,,,
,"0163",34,,55561,4,,"T","<p>Uncertainty and Disagreement in Economic Prediction: The Bank of England Survey of External Forecasters</p>","Warwick Economics Research Paper No. 811",,,"Working Paper",,2006-Oct-01,,"http://www2.warwick.ac.uk/fac/soc/economics/research/papers/2006_publications/twerp_811.pdf",,"Also forthcoming in The Economic Journal",,,False,,"Smith J",False,"Wallis K",False,,
,"0163",34,,55561,3,,"D","<p>Decompositions of Pearson's Chi-Squared Test</p>","123 (1)","189-193","Journal of Econometrics",,"03044076",2004-Nov-01,,,"10.1016/j.jeconom.2003.10.032",,,,False,,"Smith J",False,"Wallis K",False,,
,"0163",34,,55288,4,2007,"A","<p>Market Services and the Productivity Race, 1850-2000: British Performance in International Perspective</p>",,"430","Cambridge University Press",,"9780521867184",,,,"10.2277/0521867185",,,,False,,,,,,,
,"0163",34,,55288,3,,"D","<p>Comparative Productivity in British and German Manufacturing before World War II: Reconciling Direct Benchmark Estimates and Time Series Projections</p>","67 (2)","315-349 ","The Journal of Economic History",,"14716372",2007-May-01,,,"10.1017/S0022050707000125",,,,False,,"Burhop C",True,,,,
,"0163",34,,55288,1,,"D","<p>From the Counting House to the Modern Office: Explaining Anglo-American Productivity Differences in Services, 1870-1990</p>","62 (4)","967-998","The Journal of Economic History",,"14716372",2002-Dec-01,,,"10.1017/S0022050702001614",,,,False,,"Ghosal S",False,,,,
,"0163",34,,55288,2,,"D","<p>Labor Productivity in the United States and the United Kingdom during the Nineteenth Century</p>","43 (2)","257-279","Explorations in Economic History",,"10902457",2006-Apr-01,,,"10.1016/j.eeh.2005.02.003",,,,False,,"Irwin D",True,,,,
,"0163",34,,54876,1,,"D","<p>Equilibrium Behavior in Markets and Games: Testing and Identification</p>","40 (1-2)","1-40","Journal of Mathematical Economics",,"03044068",2004-Feb-01,,,"10.1016/j.jmateco.2003.06.001",,,,False,,"Ray I ",True,"Snyder S",True,,
,"0163",34,,54284,1,,"D","<p>Intra-National Versus International Trade in the European Union: Why Do National Borders Matter?</p>","63 (1)","93-118","Journal of International Economics",,"00221996",2004-May-01,,,"10.1016/S0022-1996(03)00042-4",,,,False,,,,,,,
,"0163",34,,54284,2,,"D","<p>The Behaviour of Relative Prices in the European Union: A Sectoral Analysis</p>","48 (6)","1257-1286","European Economic Review",,"00142921",2004-Dec-01,,,"10.1016/S0014-2921(03)00055-2",,,,False,,,,,,,
,"0163",34,,55469,2,,"D","<p>Evaluating the Bank of England Density Forecasts of Inflation</p>","114 (498)","844-866","The Economic Journal",,"14680297",2004-Oct-01,,,"10.1111/j.1468-0297.2004.00246.x",,,,False,,,,,,,
,"0163",34,,55469,1,,"D","<p>Business Cycle Asymmetries: Characterization and Testing Based on Markov-Switching Auto-Regressions</p>","21 (1)","196-211","Journal of Business & Economic Statistics",,"15372707",2003-Jan-01,,,"10.1198/073500102288618892",,,,False,,"Krolzig H",True,,,,
,"0163",34,,55469,4,,"D","<p>An Evaluation of the Forecasts of the Federal Reserve: A Pooled Approach</p>","22 (1)","121-136","Journal of Applied Econometrics",,"10991255",2007-Jan-01,,,"10.1002/jae.954",,,,False,,"Joutz F ",True,"Stekler H",True,,
,"0163",34,,55469,3,2006,"C","<p>Forecasting with Breaks&#160;</p>","Handbook of Economic Forecasting, Volume 1","605-657","North-Holland: Elsevier","Graham Elliott, Clive W.J. Granger and Allan Timmermann","1574-0706",,,,,,,,False,,"Hendry D",True,,,,
,"0163",34,,54905,3,,"D","<p>Semiparametric Comparison of Stochastic Volatility Models via Realized Measures</p>","73 (3)","635-667","Review of Economic Studies",,"1467937X",2006-Jul-01,,,"10.1111/j.1467-937X.2006.00390.x",,,,False,,"Distaso W",True,,,,
,"0163",34,,54905,2,,"D","<p>Bootstrap Specification Tests for Diffusion Processes</p>","124 (1)","117-148","Journal of Econometrics",,"03044076",2005-Jan-01,,,"10.1016/j.jeconom.2004.02.013",,,,False,,"Swanson N",True,,,,
,"0163",34,,54905,1,,"D","<p>Strong Rules for Detecting the Number of Breaks in a Time Series</p>","117 (2)","207-244","Journal of Econometrics",,"03044076",2003-Dec-01,,,"10.1016/S0304-4076(03)00147-7",,,,False,,"Altissimo F",True,,,,
,"0163",34,,54905,4,,"D","<p>Nonparametric Bootstrap Procedures for Predictive Inference Based on Recursive Estimation Schemes</p>","48 (1)","67-109","International Economic Review",,"14682354",2007-Feb-01,,,"10.1111/j.1468-2354.2007.00418.x",,,,False,,"Swanson N",True,,,,
,"0163",34,,54679,2,,"D","<p>Productivity Growth in the Industrial Revolution: A New Growth Accounting Perspective</p>","64 (2)","521-535","The Journal of Economic History",,"14716372",2004-Jun-01,,,"10.1017/S0022050704002785",,,,False,,,,,,,
,"0163",34,,54679,4,,"D","<p>How Did the Location of Industry Respond to Falling Transport Costs in Britain before World War I?</p>","66 (3)","575-607","The Journal of Economic History",,"14716372",2006-Sep-01,,,"10.1017/S002205070600026X",,,,False,,"Mulatu A",True,,,,
,"0163",34,,54679,3,,"D","<p>TFP Growth in British and German Manufacturing, 1950-1996</p>","115 (505)","649-670","The Economic Journal",,"00130133",2005-Jul-01,,"http://www.blackwell-synergy.com/doi/abs/10.1111/j.1468-0297.2005.01013.x","10.1111/j.1468-0297.2005.01013.x",,,,False,,"Mills T",True,,,,
,"0163",34,,54679,1,,"D","<p>Steam as a General Purpose Technology: A Growth Accounting Perspective</p>","114 (495)","338-351","The Economic Journal",,"14680297",2004-Apr-01,,,"10.1111/j.1468-0297.2003.00200.x",,,,False,,,,,,,
,"0163",34,,55468,2,,"D","<p>Economic Theories of Voter Turnout</p>","112 (480)","F332-F352","The Economic Journal",,"14680297",2002-Jun-01,,,"10.1111/1468-0297.00049",,,,False,,"Peralta S",True,,,,
,"0163",34,,55468,1,,"D","<p>A Generalised Wage Rigidity Result</p>","20 (3)","285-311","International Journal of Industrial Organization",,"01677187",2002-Mar-01,,,"10.1016/S0167-7187(00)00065-5",,,,False,,"Petrakis E",True,,,,
,"0163",34,,55468,4,,"D","<p>Protests and Reputation</p>","35 (4)","465-492","International Journal of Game Theory",,"14321270",2007-Apr-01,,,"10.1007/s00182-006-0044-3",,,,False,,"Buenrostro L ",True,"Wooders M",False,,
,"0163",34,,55468,3,,"D","<p>When Are Plurality Rule Voting Games Dominance Solvable?</p>","46 (1)","55-75","Games and Economic Behavior",,"10902473",2004-Jan-01,,,"10.1016/S0899-8256(03)00050-2",,,,False,,"Lockwood B",False,,,,
,"0163",34,,54091,4,,"D","<p>Voting by Successive Elimination and Strategic Candidacy</p>","103 (1)","190-218","Journal of Economic Theory",,"10957235",2002-Mar-01,,,"10.1006/jeth.2001.2862",,,,False,,"Jackson M ",True,"Le Breton M",True,,
,"0163",34,,54091,3,,"D","<p>Strategy-Proof Probabilistic Mechanisms in Economies with Pure Public Goods</p>","106 (2)","392-416","Journal of Economic Theory",,"10957235",2002-Oct-01,,,"10.1006/jeth.2001.2896",,,,False,,"Peters H ",True,"Sen A",True,,
,"0163",34,,54091,2,,"D","<p>Strategy-Proof Social Choice Correspondences</p>","101 (2)","374-394","Journal of Economic Theory",,"10957235",2001-Dec-01,,,"10.1006/jeth.2000.2782",,,,False,,"Barbera S ",True,"Sen A",True,,
,"0163",34,,54091,1,,"D","<p>Strategic Candidacy and Voting Procedures</p>","69 (4)","1013-1038","Econometrica",,"14680262",2001-Jul-01,,,"10.1111/1468-0262.00228",,,,False,,"Jackson M ",True,"Le Breton M",True,,
,"0163",34,,54138,2,,"D","<p>Optimal Monetary Policy When Lump-sum Taxes Are Unavailable: A Reconsideration of the Outcomes under Commitment and Discretion</p>","31 (1)","263-283","Journal of Economic Dynamics and Control",,"01651889",2006-Apr-01,,,"10.1016/j.jedc.2005.09.014",,,,False,,"Rankin N",False,,,,
,"0163",34,,54138,1,,"D","<p>Learning, Uncertainty and Central Bank Activism in an Economy with Strategic Interactions</p>","48 (1)","153-171","Journal of Monetary Economics",,"03043932",2001-Aug-01,,,"10.1016/S0304-3932(01)00067-8",,,,False,,"Valla N",True,,,,
,"0163",34,,54138,4,,"D","<p>Escaping Volatile Inflation</p>","39 (4)","981-993","Journal of Money Credit and Banking",,"15384616",2007-Jun-01,,,"10.1111/j.1538-4616.2007.00054.x",,,,False,,"Yates A",True,,,,
,"0163",34,,54138,3,,"D","<p>The Learning Cost of Interest Rate Reversals</p>","53 (8)","1895?1907","Journal of Monetary Economics",,"03043932",2006-Nov-01,,,"10.1016/j.jmoneco.2005.08.017",,,,False,,,,,,,
,"0163",34,,55553,1,,"D","<p>Retrading in Market Games</p>","115 (1)","151-181","Journal of Economic Theory",,"10957235",2004-Mar-01,,,"10.1016/S0022-0531(03)00102-9",,,,False,,"Morelli M",True,,,,
,"0163",34,,55553,2,,"D","<p>Farsighted Network Formation</p>","122 (2)","143-164","Journal of Economic Theory",,"10957235",2005-Jun-01,,,"10.1016/j.jet.2004.05.001",,,,False,,"Dutta B ",False,"Ray D",True,,
,"0163",34,,55553,4,,"D","<p>Intertemporal Coordination in Two-Period Markets</p>","43 (1)","11-35","Journal of Mathematical Economics",,"03044068",2006-Dec-01,,,"10.1016/j.jmateco.2006.07.003",,,,False,,,,,,,
,"0163",34,,294374,1,,"D","<p>Local Coordination and Market Equilibria</p>","114 (2)","255-279","Journal of Economic Theory",,"10957235",2004-Feb-01,,,"10.1016/S0022-0531(03)00105-4",,,,False,,"Ghosal S",False,,,,
,"0163",34,,55158,3,,"D","<p>Allocation under Dictatorship: Research in Stalin's Archives</p>","43 (3)","721-761","Journal of Economic Literature",,"00220515",2005-Sep-01,,,"10.1257/002205105774431225",,,,False,,"Gregory P",True,,,,
,"0163",34,,55158,2,,"D","<p>The Political Economy of a Soviet Military R&#38;D Failure: Steam Power for Aviation, 1932 to 1939</p>","63 (1)","178-212","The Journal of Economic History",,"14716372",2003-Mar-01,,,"10.1017/S0022050703001773",,,,False,,,,,,,
,"0163",34,,55158,1,,"D","<p>Coercion, Compliance, and the Collapse of the Soviet Command Economy</p>","55 (3)","397-433","The Economic History Review",,"14680289",2002-Aug-01,,,"10.1111/1468-0289.00226",,,,False,,,,,,,
,"0163",34,,55158,4,,"D","<p>Plans, Prices, and Corruption: The Soviet Firm Under Partial Centralization, 1930 to 1990</p>","66 (1)","1-41","The Journal of Economic History",,"14716372",2006-Mar-01,,,"10.1017/S0022050706000015",,,,False,,"Kim Byung-Yeon",True,,,,
,"0163",34,,55135,1,,"D","<p>Optimal Income Tax in the Presence of Status Effects</p>","81 (2)","193-212","Journal of Public Economics",,"00472727",2001-Aug-01,,,"10.1016/S0047-2727(00)00108-0",,,,False,,,,,,,
,"0163",34,,55135,3,,"D","<p>Technology Choice Bias and Limited Liability</p>","5 (2)","155-170","Economics of Governance",,"14358131",2004-Jul-01,,,"10.1007/s10101-003-0069-z",,,,False,,,,,,,
,"0163",34,,55135,4,,"D","<p>Posting Multiple Prices to Reduce the Effectiveness of Consumer Price Search</p>","55 (2)","235-263","Journal of Industrial Economics",,"00221821",2007-Jun-01,,,"10.1111/j.1467-6451.2007.00310.x",,,,False,,,,,,,
,"0163",34,,55135,2,,"D","<p>Random Pricing by Labor-Managed Firms with Imperfect Consumer Information</p>","31 (3)","573-583","Journal of Comparative Economics",,"10957227",2003-Sep-01,,,"10.1016/S0147-5967(03)00081-7",,,,False,,,,,,,
,"0163",34,,54408,1,,"D","<p>Axiomatization of the Shapley Value on Minimum Cost Spanning Tree Games</p>","38 (2)","265-277","Games and Economic Behavior",,"08998256",2002-Feb-01,,,"10.1006/game.2001.0883",,,,False,,,,,,,
,"0163",34,,54408,2,,"D","<p>Cost Monotonicity, Consistency and Minimum Cost Spanning Tree Games</p>","48 (2)","223-248","Games and Economic Behavior",,"08998256",2004-Aug-01,,,"10.1016/j.geb.2003.09.008",,,,False,,"Dutta B",False,,,,
,"0163",34,,54481,2,,"T","<p>Why Are There Serial Defaulters? Evidence from Constitutions</p>","Warwick Economics Research Paper No. 755","32",,"Working Paper",,2006-Aug-01,,"http://www2.warwick.ac.uk/fac/soc/economics/research/papers/twerp_755.pdf",,"Also forthcoming in the Journal of Law and Economics 50, November 2007",,,False,,,,,,,
,"0163",34,,55136,1,,"D","<p>Voting Power in the Governance of the International Monetary Fund</p>","109 (1/4)","375-397","Annals of Operations Research",,"15729338",2002-Jan-01,,,"10.1023/A:1016324824094",,,,False,,,,,,,
,"0163",34,,55136,4,,"D","<p>Voting Power and Voting Blocs</p>","127 (3-4)","285-303","Public Choice",,"15737101",2006-May-01,,,"10.1007/s11127-006-1914-8",,,,False,,"Leech R",True,,,,
,"0163",34,,55136,3,,"D","<p>Is Comprehensive Education Really Free? A Case Study of the Effects of Secondary School Admissions Policies on House Prices in One Local Area</p>","166 (1)","135-154","Journal of the Royal Statistical Society: Series A (Statistics in Society)",,"1467985X",2003-Feb-01,,,"10.1111/1467-985X.00263",,,,False,,"Campos Erick",True,,,,
,"0163",34,,55136,2,,"D","<p>Designing the Voting System for the EU Council of Ministers</p>","113 (3/4)","437-464","Public Choice",,"15737101",2002-Dec-01,,,"10.1023/A:1020877015060",,,,False,,,,,,,
,"0163",34,,55568,3,,"D","<p>Imperfect Competition, Public Goods Supply, and the Marginal Cost of Public Funds</p>","87 (7-8)","1719-1746","Journal of Public Economics",,"00472727",2003-Aug-01,,,"10.1016/S0047-2727(01)00182-7",,,,False,,,,,,,
,"0163",34,,55568,1,,"D","<p>Distributive Politics and the Benefits of Decentralisation</p>","69 (2)","313-317","Review of Economic Studies",,"1467937X",2002-Apr-01,,,"10.1111/1467-937X.00207",,,,False,,,,,,,
,"0163",34,,55568,2,,"D","<p>Gradualism and Irreversibility</p>","69 (2)","339-356","Review of Economic Studies",,"00346527",2002-Apr-01,,,"10.1111/1467-937X.00208",,,,False,,"Thomas J",True,,,,
,"0163",34,,55568,4,,"D","<p>Tax Incidence, Majority Voting and Capital Market Integration</p>","90 (6-7)","1007-1025","Journal of Public Economics",,"00472727",2006-Aug-01,,,"10.1016/j.jpubeco.2005.06.005",,,,False,,"Miltados M",True,,,,
,"0163",34,,55191,3,,"D","<p>'Irrational Exuberance' and Capital Flows for the US New Economy: A Simple Global Model</p>","12 (1)","89-105","International Journal of Finance & Economics",,"10991158",2007-Jan-01,,,"10.1002/ijfe.307",,,,False,,"Castren O",True,"Zhang L",False,,
,"0163",34,,55191,1,,"D","<p>Moral Hazard and the US Stock Market: Analysing the 'Greenspan Put'</p>","112 (478)","171-186","The Economic Journal",,"14680297",2002-Mar-01,,,"10.1111/1468-0297.00029",,,,False,,"Weller P",True,"Zhang L",False,,
,"0163",34,,55191,4,,"D","<p>Bulls, Bears and Excess Volatility: Can Currency Intervention Help?</p>","12 (2)","261-272","International Journal of Finance & Economics",,"10991158",2007-Apr-01,,,"10.1002/ijfe.329",,,,False,,"Corrado L",True,"Zhang L",False,,
,"0163",34,,55191,2,,"D","<p>Co-ordination Failure, Moral Hazard and Sovereign Bankruptcy Procedures</p>","113 (487)","276-304","The Economic Journal",,"14680297",2003-Apr-01,,,"10.1111/1468-0297.00125",,,,False,,"Ghosal S",False,,,,
,"0163",34,,54418,1,,"D","<p>Externality Policy Reform: A General Equilibrium Analysis</p>","7 (1)","117-150","Journal of Public Economic Theory",,"14679779",2005-Feb-01,,,"10.1111/j.1467-9779.2005.00197.x",,,,False,,"Russell R",True,,,,
,"0163",34,,54418,2,,"D","<p>Unit Versus Ad Valorem: General Equilibrium with Monopoly</p>","91 (3-4)","817-822","Journal of Public Economics",,"00472727",2006-Apr-01,,,"10.1016/j.jpubeco.2006.10.003",,,,False,,"Blackorby C",False,,,,
,"0163",34,,55271,1,,"D","<p>Industry Profits and Competition under Bilateral Oligopoly</p>","77 (2)","169-175","Economics Letters",,"01651765",2002-Oct-01,,,"10.1016/S0165-1765(02)00107-6",,,,False,,,,,,,
,"0163",34,,55271,4,,"D","<p>Nonlinearities in Intergenerational Earnings Mobility: Consequences for Cross-Country Comparisons</p>","117 (519)","C72-C92","The Economic Journal",,"14680297",2007-Mar-01,,,"10.1111/j.1468-0297.2007.02036.x",,,,False,3,"Bratsberg  B",True,"Raaum O",True,"Roed K",True
,"0163",34,,55271,2,,"D","<p>The Cournot-Bertrand Profit Differential: A Reversal Result in a Differentiated Duopoly with Wage Bargaining</p>","48 (3)","681-696","European Economic Review",,"00142921",2004-Jun-01,,,"10.1016/S0014-2921(02)00326-4",,,,False,,"Correa Lopez M",True,,,,
,"0163",34,,55271,3,,"D","<p>Higher Education Outcomes, Graduate Employment and University Performance Indicators</p>","167 (3)","475-496","Journal of the Royal Statistical Society: Series A (Statistics in Society)",,"1467985X",2004-Jul-01,,,"10.1111/j.1467-985X.2004.0apm1.x",,,,False,,"Bratti M",True,"McKnight A",False,"Smith J",False
,"0163",34,,55500,1,,"D","<p>Preferences over Inflation and Unemployment: Evidence from Surveys of Happiness</p>","91 (1)","335-341","American Economic Review",,"00028282",2001-Mar-01,,"http://links.jstor.org/sici?sici=0002-8282%28200103%2991%3A1%3C335%3APOIAUE%3E2.0.CO%3B2-R",,,,,False,,"Di Tella R",True,"MacCulloch R",True,,
,"0163",34,,55500,2,,"D","<p>The Macroeconomics of Happiness</p>","85 (4)","809-827","Review of Economics and Statistics",,"15309142",2003-Nov-01,,,"10.1162/003465303772815745",,,,False,,"Di Tella R ",True,"MacCulloch R",True,,
,"0163",34,,55500,3,,"D","<p>Well-Being Over Time in Britain and the USA</p>","88 (7-8)","1359-1386","Journal of Public Economics",,"00472727",2004-Jul-01,,,"10.1016/S0047-2727(02)00168-8",,,,False,,"Blanchflower D",True,,,,
,"0163",34,,55500,4,,"D","<p>Money and Mental Wellbeing: A Longitudinal Study of Medium-Sized Lottery Wins</p>","26 (1)","49-60","Journal of Health Economics",,"01676296",2007-Jan-01,,,"10.1016/j.jhealeco.2006.08.004",,,,False,,"Gardner J",True,,,,
,"0163",34,,55436,1,,"D","<p>Tiebout with Politics: Capital Tax Competition and Constitutional Choices</p>","68 (1)","133-154","Review of Economic Studies",,"1467937X",2001-Jan-01,,,"10.1111/1467-937X.00163",,,,False,,"Scharf K",False,,,,
,"0163",34,,55436,4,,"D","<p>Developing-Country Benefits from MFN Relative to Regional/Bilateral Trade Arrangements</p>","11 (4)","712-728","Review of International Economics",,"09657576",2003-Sep-01,,,"10.1111/1467-9396.00413",,,,False,,"Ghosh M ",True,"Whalley J",False,,
,"0163",34,,55436,3,,"D","<p>Investment Subsidies and Time-Consistent Environmental Policy</p>","54 (4)","617-635","Oxford Economic Papers",,"00307653",2002-Oct-01,,,"10.1093/oep/54.4.617",,,,False,,"Abrego L",True,,,,
,"0163",34,,55436,2,,"D","<p>Issue Linkage and Issue Tie-in in Multilateral Negotiations</p>","57 (2)","423-447","Journal of International Economics",,"00221996",2002-Aug-01,,,"10.1016/S0022-1996(01)00157-X",,,,False,,"Conconi P",True,,,,
,"0163",34,,55654,2,,"D","<p>Constructing Stationary Time Series Models Using Auxiliary Variables with Applications</p>","100 (470)","554-564","Journal of the American Statistical Association",,"01621459",2005-Jun-01,,,"10.1198/016214504000001970",,,,False,,"Walker S",True,,,,
,"0163",34,,55654,1,,"D","<p>Constructing First Order Stationary Autoregressive Models via Latent Processes</p>","29 (4)","657-663","Scandinavian Journal of Statistics",,"03036898",2002-Dec-01,,,"10.1111/1467-9469.00311",,,,False,,"Chatfield C ",True,"Walker S",True,,
,"0163",34,,55654,3,,"D","<p>Extended Constructions of Stationary Autoregressive Processes</p>","76 (12)","1219-1224","Statistics & Probability Letters",,"01677152",2006-Jul-01,,,"10.1016/j.spl.2005.12.020",,,,False,,"Walker S",True,,,,
,"0163",34,,55654,4,,"D","<p>Efficient Bayesian Inference for Gaussian Copula Regression Models</p>","93 (3)","537-554","Biometrika",,"00063444",2006-Sep-01,,,"10.1093/biomet/93.3.537",,,,False,,"Chan D ",True,"Kohn R",True,,
,"0163",34,,54712,3,,"D","<p>Money and Prices under Uncertainty</p>","72 (1)","223-246","Review of Economic Studies",,"1467937X",2005-Jan-01,,,"10.1111/0034-6527.00330",,,,False,,"Nakajima T",True,,,,
,"0163",34,,54712,2,,"D","<p>Asset Markets and Investment Decisions</p>","43 (3)","857-873","International Economic Review",,"14682354",2002-Aug-01,,,"10.1111/1468-2354.t01-1-00038",,,,False,,"Ventura L",True,"De Waegenaere A",True,,
,"0163",34,,54712,1,,"D","<p>The Identification of Preferences from Equilibrium Prices under Uncertainty</p>","102 (2)","403-420","Journal of Economic Theory",,"10957235",2002-Feb-01,,,"10.1006/jeth.2000.2773",,,,False,,"Chiappori P",True,"Ekeland I",True,"Kupler F",True
,"0163",34,,54712,4,,"D","<p>The Taxation of Trades in Assets</p>","126 (1)","299-313","Journal of Economic Theory",,"00220531",2006-Jan-01,,,"10.1016/j.jet.2004.11.003",,,,False,,"Citanna A",True,"Tirelli M",True,,
,"0163",34,,54277,2,,"D","<p>Land and the Transition from a Dual to a Modern Economy</p>","83 (1)","88-108","Journal of Development Economics",,"03043878",2007-May-01,,,"10.1016/j.jdeveco.2005.11.004",,,,False,,,,,,,
,"0163",34,,55435,3,,"D","<p>The Political Economy of Policy Centralization: Direct Versus Representative Democracy</p>","88 (3-4)","799-817","Journal of Public Economics",,"00472727",2004-Mar-01,,,"10.1016/S0047-2727(03)00017-3",,,,False,,"Redoano M",True,,,,
,"0163",34,,55435,4,,"D","<p>Can Private Giving Promote Economic Segregation?</p>","91 (5-6)","1095-1118","Journal of Public Economics",,"00472727",2007-Jun-01,,,"10.1016/j.jpubeco.2006.10.006",,,,False,,"Horstmann I",True,"Slivinski A",True,,
,"0163",34,,55435,2,,"D","<p>Transfer Pricing Rules and Competing Governments</p>","54 (2)","230-246","Oxford Economic Papers",,"00307653",2002-Apr-01,,,"10.1093/oep/54.2.230",,,,False,,"Raimondos-Moeller P",True,,,,
,"0163",34,,55435,1,,"D","<p>International Capital Tax Evasion and the Foreign Tax Credit Puzzle</p>","34 (2)","465-480","Canadian Journal of Economics",,"15405982",2001-May-01,,,"10.1111/0008-4085.00084",,,,False,,,,,,,
,"0163",34,,54193,2,,"D","<p>Mergers, Brand Competition, and the Price of a Pint</p>","48 (3)","617-643","European Economic Review",,"00142921",2004-Jun-01,,,"10.1016/S0014-2921(02)00328-8",,,,False,,"Pinkse J",True,,,,
,"0163",34,,54193,1,,"D","<p>Spatial Price Competition: A Semiparametric Approach</p>","70 (3)","1111-1155","Econometrica",,"14680262",2002-May-01,,,"10.1111/1468-0262.00320",,,,False,,"Brett C",True,"Pinske J",True,,
,"0163",34,,54193,3,,"D","<p>A Central Limit Theorem for Endogenous Locations and Complex Spatial Interactions</p>","140 (1)","215-225","Journal of Econometrics",,"03044076",2007-Sep-01,,,"10.1016/j.jeconom.2006.09.008",,,,False,,"Pinkse J ",True,"Shen L",True,,
,"0163",34,,54193,4,,"D","<p>Vertical Integration and Firm Boundaries: The Evidence</p>","45 (3)","631-687","Journal of Economic Literature",,"00220515",2007-Sep-01,,,"10.1257/jel.45.3.629",,,,False,,"Lafontaine F",True,,,,
,"0163",34,,55373,4,,"D","<p>The Sensitivity of Chi-Squared Goodness-of-Fit Tests to the Partitioning of Data</p>","23 (4)","341-370","Econometric Reviews",,"15324168",2005-Jan-01,,,"10.1081/ETC-200040782",,,,False,,"Wallis K",False,"Boero G",False,,
,"0163",34,,55373,1,,"D","<p>Determinants of Individual Degree Performance: Evidence for the 1993 UK University Graduate Population from the USR</p>","63 (1)","29-60","Oxford Bulletin of Economics and Statistics",,"14680084",2001-Feb-01,,,"10.1111/1468-0084.00208",,,,False,,"Naylor R",False,,,,
,"0163",34,,55373,2,,"D","<p style="" margin-top: 0;"">Dropping Out of University: A Statistical Analysis of the Probability of Withdrawal for UK University Students</p>","164 (2)","389-405","Journal of the Royal Statistical Society: Series A (Statistics in Society)",,"1467985X",2001-May-01,,,"10.1111/1467-985X.00209",,,,False,,"Naylor R",False,,,,
,"0163",34,,55373,3,,"D","<p>A Hazard Model of the Probability of Medical School Dropout in the United Kingdom</p>","167 (1)","157-178","Journal of the Royal Statistical Society: Series A (Statistics in Society)",,"1467985X",2004-Feb-01,,,"10.1046/j.0964-1998.2003.00717.x",,,,False,,"Arulampalam W",False,"Naylor R",False,,
,"0163",34,,55183,1,,"D","<p>Estimating the Impact of the Minimum Wage Using Geographical Wage Variation</p>","64 (supplement)","583-605","Oxford Bulletin of Economics and Statistics",,"14680084",2002-Dec-01,,,"10.1111/1468-0084.64.s.2",,,,False,,,,,,,
